Region;Subregion;Country;Indicator;Source;Year;Calculation1;download;Info;Count;Nombre d'enregistrements;Ratio of persons held to prisions capacity (%);RemoveNULL;Total number of persons held;Total prison capacity
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;159964;1;;0;159964;113245
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;317980;1;;0;317980;115788
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Asia;Western Asia;Georgia;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;10372;1;;0;10372;21398
Asia;Western Asia;Israel;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;20781;1;;0;20781;25932
Asia;Western Asia;Jordan;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Asia;Western Asia;Yemen;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Asia;Central Asia;Kyrgyzstan;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Asia;Eastern Asia;China, Macao SAR;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;1280;1;;0;1280;1547
Asia;Eastern Asia;Japan;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;173572;1;;0;173572;117144
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;139469;1;;0;139469;88742
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;323473;1;;0;323473;124923
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;3795;1;;0;3795;3455
Asia;Western Asia;Georgia;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Asia;Western Asia;Israel;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Asia;Western Asia;Jordan;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Asia;Western Asia;Yemen;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
Asia;Central Asia;Kyrgyzstan;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;Eastern Asia;China, Macao SAR;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;1271;1;;0;1271;1595
Asia;Eastern Asia;Japan;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;433003;1;;0;433003;380876
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;Western Asia;Georgia;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;Western Asia;Israel;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;Western Asia;Jordan;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;1077;1;;0;1077;930
Asia;Western Asia;Yemen;Total number of persons held;UN-CTS/WPB-ICPR;2016;;;;;1;;0;;
Asia;Central Asia;Kyrgyzstan;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;10574;1;;0;10574;17134
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Asia;Eastern Asia;China, Macao SAR;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;1284;1;;0;1284;1607
Asia;Eastern Asia;Japan;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;232081;1;;0;232081;123841
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Asia;Western Asia;Georgia;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Asia;Western Asia;Israel;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Asia;Western Asia;Jordan;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;6458;1;;0;6458;3500
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;1110;1;;0;1110;
Asia;Western Asia;Yemen;Total number of persons held;UN-CTS/WPB-ICPR;2017;;;;;1;;0;;
Asia;Central Asia;Kyrgyzstan;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;Central Asia;Turkmenistan;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;Eastern Asia;China, Hong Kong SAR;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;Eastern Asia;China, Macao SAR;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;Eastern Asia;Japan;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;South-eastern Asia;Brunei Darussalam;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;South-eastern Asia;Indonesia;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;South-eastern Asia;Philippines;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;South-eastern Asia;Thailand;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;Southern Asia;India;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;Southern Asia;Sri Lanka;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;Western Asia;Bahrain;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;Western Asia;Georgia;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;Western Asia;Israel;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;Western Asia;Jordan;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;Western Asia;Lebanon;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Asia;Western Asia;State of Palestine;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;1078;1;;0;1078;
Asia;Western Asia;Yemen;Total number of persons held;UN-CTS/WPB-ICPR;2018;;;;;1;;0;;
Europe;Northern Europe;United Kingdom (Scotland);Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;6856;1;;0;6856;6741
Europe;Southern Europe;Greece;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;9964;1;;0;9964;5584
Europe;Southern Europe;Kosovo under UNSCR 1244;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;;1;;0;;
Europe;Southern Europe;Malta;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;294;1;;0;294;480
Europe;Southern Europe;North Macedonia;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;2132;1;;0;2132;2225
Europe;Southern Europe;Serbia;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;;1;;0;;
Europe;Western Europe;France;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;;1;;0;;
Europe;Western Europe;Luxembourg;Total number of persons held;UN-CTS/WPB-ICPR;2005;;;;;1;;0;;
Europe;Eastern Europe;Belarus;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;45416;1;;0;45416;42570
Europe;Northern Europe;Faeroe Islands;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;;1;;0;;
Europe;Northern Europe;United Kingdom (Scotland);Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;7187;1;;0;7187;6378
Europe;Southern Europe;Andorra;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;;1;;0;;
Europe;Southern Europe;Bosnia and Herzegovina;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;;1;;0;;
Europe;Southern Europe;Greece;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;10370;1;;0;10370;5584
Europe;Southern Europe;Kosovo under UNSCR 1244;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;;1;;0;;
Europe;Southern Europe;Malta;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;375;1;;0;375;480
Europe;Southern Europe;North Macedonia;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;2038;1;;0;2038;2105
Europe;Southern Europe;Serbia;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;;1;;0;;
Europe;Western Europe;France;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;;1;;0;;
Europe;Western Europe;Luxembourg;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;735;1;;0;735;711
Europe;Western Europe;Monaco;Total number of persons held;UN-CTS/WPB-ICPR;2006;;;;37;1;;0;37;81
Europe;Eastern Europe;Belarus;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;46787;1;;0;46787;42746
Europe;Northern Europe;Faeroe Islands;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Europe;Northern Europe;United Kingdom (Scotland);Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;7376;1;;0;7376;6715
Europe;Southern Europe;Andorra;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;71;1;;0;71;125
Europe;Southern Europe;Bosnia and Herzegovina;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Europe;Southern Europe;Greece;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;11645;1;;0;11645;7977
Europe;Southern Europe;Kosovo under UNSCR 1244;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Europe;Southern Europe;Malta;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;528;1;;0;528;480
Europe;Southern Europe;North Macedonia;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;;1;;0;;
Europe;Southern Europe;Serbia;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;9043;1;;0;9043;6500
Europe;Western Europe;France;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;61076;1;;0;61076;50693
Europe;Western Europe;Luxembourg;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;741;1;;0;741;711
Europe;Western Europe;Monaco;Total number of persons held;UN-CTS/WPB-ICPR;2007;;;;36;1;;0;36;81
Europe;Eastern Europe;Belarus;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;44399;1;;0;44399;42774
Europe;Northern Europe;Faeroe Islands;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;;1;;0;;
Europe;Northern Europe;United Kingdom (Scotland);Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;7827;1;;0;7827;7434
Europe;Southern Europe;Andorra;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;73;1;;0;73;125
Europe;Southern Europe;Bosnia and Herzegovina;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;;1;;0;;
Europe;Southern Europe;Greece;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;11736;1;;0;11736;9664
Europe;Southern Europe;Kosovo under UNSCR 1244;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;;1;;0;;
Europe;Southern Europe;Malta;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;662;1;;0;662;516
Europe;Southern Europe;North Macedonia;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;2235;1;;0;2235;1681
Europe;Southern Europe;Serbia;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;9701;1;;0;9701;6500
Europe;Western Europe;France;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;62252;1;;0;62252;51997
Europe;Western Europe;Luxembourg;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;762;1;;0;762;711
Europe;Western Europe;Monaco;Total number of persons held;UN-CTS/WPB-ICPR;2008;;;;34;1;;0;34;81
Europe;Eastern Europe;Belarus;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;40186;1;;0;40186;42894
Europe;Northern Europe;Faeroe Islands;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;9;1;;0;9;14
Europe;Northern Europe;United Kingdom (Scotland);Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;7964;1;;0;7964;8337
Europe;Southern Europe;Andorra;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;55;1;;0;55;125
Europe;Southern Europe;Bosnia and Herzegovina;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;;1;;0;;
Europe;Southern Europe;Greece;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;11364;1;;0;11364;9723
Europe;Southern Europe;Kosovo under UNSCR 1244;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;;1;;0;;
Europe;Southern Europe;Malta;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;494;1;;0;494;547
Europe;Southern Europe;North Macedonia;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;;1;;0;;1941
Europe;Southern Europe;Serbia;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;10975;1;;0;10975;6500
Europe;Western Europe;France;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;60978;1;;0;60978;54988
Europe;Western Europe;Luxembourg;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;702;1;;0;702;711
Europe;Western Europe;Monaco;Total number of persons held;UN-CTS/WPB-ICPR;2009;;;;23;1;;0;23;81
Europe;Eastern Europe;Belarus;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;;1;;0;;
Europe;Northern Europe;Faeroe Islands;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;8;1;;0;8;14
Europe;Northern Europe;United Kingdom (Scotland);Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;7854;1;;0;7854;7300
Europe;Southern Europe;Andorra;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;44;1;;0;44;125
Europe;Southern Europe;Bosnia and Herzegovina;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;2743;1;;0;2743;3080
Europe;Southern Europe;Greece;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;12349;1;;0;12349;10326
Europe;Southern Europe;Kosovo under UNSCR 1244;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;;1;;0;;
Europe;Southern Europe;Malta;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;584;1;;0;584;584
Europe;Southern Europe;North Macedonia;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;2516;1;;0;2516;2041
Europe;Southern Europe;Serbia;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;11211;1;;0;11211;6500
Europe;Western Europe;France;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;60544;1;;0;60544;56358
Europe;Western Europe;Luxembourg;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;681;1;;0;681;711
Europe;Western Europe;Monaco;Total number of persons held;UN-CTS/WPB-ICPR;2010;;;;12;1;;0;12;81
Europe;Eastern Europe;Belarus;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;;1;;0;;
Europe;Northern Europe;Faeroe Islands;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;8;1;;0;8;14
Europe;Northern Europe;United Kingdom (Scotland);Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;8179;1;;0;8179;7840
Europe;Southern Europe;Andorra;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;49;1;;0;49;125
Europe;Southern Europe;Bosnia and Herzegovina;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;2757;1;;0;2757;3199
Europe;Southern Europe;Greece;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;12479;1;;0;12479;10376
Europe;Southern Europe;Kosovo under UNSCR 1244;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;1441;1;;0;1441;1484
Europe;Southern Europe;Malta;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;584;1;;0;584;618
Europe;Southern Europe;North Macedonia;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;2515;1;;0;2515;1941
Europe;Southern Europe;Serbia;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;11070;1;;0;11070;6924
Europe;Western Europe;France;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;64787;1;;0;64787;57236
Europe;Western Europe;Luxembourg;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;637;1;;0;637;711
Europe;Western Europe;Monaco;Total number of persons held;UN-CTS/WPB-ICPR;2011;;;;32;1;;0;32;81
Europe;Eastern Europe;Belarus;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;;1;;0;;
Europe;Northern Europe;Faeroe Islands;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;8;1;;0;8;14
Europe;Northern Europe;United Kingdom (Scotland);Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;8057;1;;0;8057;7848
Europe;Southern Europe;Andorra;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;36;1;;0;36;125
Europe;Southern Europe;Bosnia and Herzegovina;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;;1;;0;;
Europe;Southern Europe;Greece;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;12475;1;;0;12475;9886
Europe;Southern Europe;Kosovo under UNSCR 1244;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;1737;1;;0;1737;1785
Europe;Southern Europe;Malta;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;585;1;;0;585;646
Europe;Southern Europe;North Macedonia;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;;1;;0;;
Europe;Southern Europe;Serbia;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;10226;1;;0;10226;9000
Europe;Western Europe;France;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;66572;1;;0;66572;56992
Europe;Western Europe;Luxembourg;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;666;1;;0;666;711
Europe;Western Europe;Monaco;Total number of persons held;UN-CTS/WPB-ICPR;2012;;;;33;1;;0;33;78
Europe;Eastern Europe;Belarus;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;;1;;0;;
Europe;Northern Europe;Faeroe Islands;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;10;1;;0;10;14
Europe;Northern Europe;United Kingdom (Scotland);Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;7894;1;;0;7894;8075
Europe;Southern Europe;Andorra;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;43;1;;0;43;153
Europe;Southern Europe;Bosnia and Herzegovina;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;2898;1;;0;2898;3297
Europe;Southern Europe;Greece;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;12693;1;;0;12693;9909
Europe;Southern Europe;Kosovo under UNSCR 1244;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;1776;1;;0;1776;2127
Europe;Southern Europe;Malta;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;615;1;;0;615;628
Europe;Southern Europe;North Macedonia;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;;1;;0;;
Europe;Southern Europe;Serbia;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;10031;1;;0;10031;9200
Europe;Western Europe;France;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;67075;1;;0;67075;57516
Europe;Western Europe;Luxembourg;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;656;1;;0;656;711
Europe;Western Europe;Monaco;Total number of persons held;UN-CTS/WPB-ICPR;2013;;;;29;1;;0;29;100
Europe;Eastern Europe;Belarus;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;29776;1;;0;29776;35720
Europe;Northern Europe;Faeroe Islands;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;11;1;;0;11;14
Europe;Northern Europe;United Kingdom (Scotland);Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;7731;1;;0;7731;8085
Europe;Southern Europe;Andorra;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;53;1;;0;53;153
Europe;Southern Europe;Bosnia and Herzegovina;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;2825;1;;0;2825;3358
Europe;Southern Europe;Greece;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;11798;1;;0;11798;9886
Europe;Southern Europe;Kosovo under UNSCR 1244;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;1854;1;;0;1854;2132
Europe;Southern Europe;Malta;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;581;1;;0;581;622
Europe;Southern Europe;North Macedonia;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Europe;Southern Europe;Serbia;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;10288;1;;0;10288;9340
Europe;Western Europe;France;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;66270;1;;0;66270;57841
Europe;Western Europe;Luxembourg;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;626;1;;0;626;711
Europe;Western Europe;Monaco;Total number of persons held;UN-CTS/WPB-ICPR;2014;;;;;1;;0;;
Europe;Eastern Europe;Belarus;Total number of persons held;UN-CTS/WPB-ICPR;2015;;;;;1;;0;;
